valence_slider.response,valence_slider.rt,arousal_slider.response,arousal_slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,img_name,vm,am,manipulation,participant,date,expName,psychopyVersion,OS,frameRate
-2.911985019,5.242,2.031835206,7.078,0,252,252,157,1,358_157f8ac929713531a15b1ecf115e7b659cb90e83d675251e368d165f_bw.jpg,-3.777776,-0.571428,blackwhite,dino02,2022-04-20_19h53.00.487,ratings,2022.1.1,Win32,59.95203837
-0.608614232,5.118,-2.649812734,6.194,0,253,253,450,1,716_2ab64478147184c4df720a52cf621875addc9007cb2967e4a9a88909_orig.jpg,2.428484,0.0,original,dino02,2022-04-20_19h53.00.487,ratings,2022.1.1,Win32,59.95203837
-3.258426966,1.39,2.602996255,4.818,0,254,254,537,1,986_a77edb21e78bc3a6aa7406517824596b3496ad6c657b6befb84cf370_blur.jpg,-3.906316,-0.60496,blurring,dino02,2022-04-20_19h53.00.487,ratings,2022.1.1,Win32,59.95203837
-0.852059925,11.008,-0.945692884,12.421,0,255,255,490,1,818_877aae033c31e3bbca4486321a5307f87cf53c576c546462d3daf194_circblurint.jpg,-1.277584,0.619436,circularblurringint,dino02,2022-04-20_19h53.00.487,ratings,2022.1.1,Win32,59.95203837
0.177902622,1.765,-1.395131086,2.947,0,256,256,457,1,720_483c541c48959a597fcf44320941afaf8b7695105f90d65b5f6b30f2_bw.jpg,2.158732,-0.2539684,blackwhite,dino02,2022-04-20_19h53.00.487,ratings,2022.1.1,Win32,59.95203837
-0.093632959,2.556,-1.189138577,3.491,0,257,257,453,1,716_2ab64478147184c4df720a52cf621875addc9007cb2967e4a9a88909_blur.jpg,2.428484,0.0,blurring,dino02,2022-04-20_19h53.00.487,ratings,2022.1.1,Win32,59.95203837
-1.54494382,2.947,-2.294007491,3.909,0,258,258,312,1,459_46e25de472bb056cb470716d30937415f7344bfc4354d6eb710d8c9f_orig.jpg,0.03174604,0.0,original,dino02,2022-04-20_19h53.00.487,ratings,2022.1.1,Win32,59.95203837
-1.301498127,4.209,-2.191011236,5.461,0,259,259,342,1,494_5c6c3b85a2734a43c24bfe337d42ffcc82b7347227804d01c784cef4_orig.jpg,0.03871468,0.0,original,dino02,2022-04-20_19h53.00.487,ratings,2022.1.1,Win32,59.95203837
-1.001872659,3.128,0.093632959,8.802,0,260,260,325,1,468_8b69b13120daebadd8a4a3166e1419f2404395cba231307a4efa9fde_bw.jpg,2.031744,0.2539684,blackwhite,dino02,2022-04-20_19h53.00.487,ratings,2022.1.1,Win32,59.95203837
0.037453184,11.314,-3.117977528,13.76,0,261,261,91,1,258_d26019382777d2159a974a7654923e71598135ce2cd710cea1f92865_bw.jpg,3.497684,-0.61104,blackwhite,dino02,2022-04-20_19h53.00.487,ratings,2022.1.1,Win32,59.95203837
